NAME_0,GID_0,GYGA_CZ,station_id,station_name,irrigated,rainfed,per_irrigated,per_rainfed
Egypt,EGY,7002,818005001,Niledelta,536408.4000637978,130774.39944186807,80.39901518958513,19.600984857591943
