crop,year,Governorates,variety,land_type,Area_ha,Yield_tonha,Prod_ton
Irrigated wheat,2013,Damietta,Beni Suef,New Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Beni Suef,Tota,NA,NA,NA
Irrigated wheat,2013,Damietta,Beni Suef 2,Old Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Beni Suef 2,New Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Beni Suef 2,Tota,NA,NA,NA
Irrigated wheat,2013,Damietta,Shandaweel 1,Old Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Shandaweel 1,New Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Shandaweel 1,Tota,NA,NA,NA
Irrigated wheat,2013,Damietta,Giza 164,Old Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Giza 164,New Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Giza 164,Tota,NA,NA,NA
Irrigated wheat,2013,Damietta,Giza 1,Old Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Giza 1,New Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Giza 1,Tota,NA,NA,NA
Irrigated wheat,2013,Damietta,Sakha 61,Old Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Sakha 61,New Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Sakha 61,Tota,NA,NA,NA
Irrigated wheat,2013,Damietta,Egaseed 7,Old Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Egaseed 7,New Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Egaseed 7,Tota,NA,NA,NA
Irrigated wheat,2013,Damietta,Giza 160,Old Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Giza 160,New Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Giza 160,Tota,NA,NA,NA
Irrigated wheat,2013,Damietta,Giza 176,Old Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Giza 176,New Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Giza 176,Tota,NA,NA,NA
Irrigated wheat,2013,Damietta,Sakha 69,Old Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Sakha 69,New Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Sakha 69,Tota,NA,NA,NA
Irrigated wheat,2013,Damietta,Gemmeza 7,Old Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Gemmeza 7,New Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Gemmeza 7,Tota,NA,NA,NA
Irrigated wheat,2013,Damietta,Seds 1,Old Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Seds 1,New Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Seds 1,Tota,NA,NA,NA
Irrigated wheat,2013,Damietta,Seds 2,Old Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Seds 2,New Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Seds 2,Tota,NA,NA,NA
Irrigated wheat,2013,Damietta,Seds 13,Old Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Seds 13,New Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Seds 13,Tota,NA,NA,NA
Irrigated wheat,2013,Damietta,Beni Suef 3,Old Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Beni Suef 3,New Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Beni Suef 3,Tota,NA,NA,NA
Irrigated wheat,2013,Damietta,Suhag 1,Old Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Suhag 1 ,New Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Suhag 1,New Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Suhag 1,Tota,NA,NA,NA
Irrigated wheat,2013,Damietta,Balady,Old Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Balady,New Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Balady,Tota,NA,NA,NA
Irrigated wheat,2013,Damietta,Local Broken,Old Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Local Broken,New Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Local Broken,Tota,NA,NA,NA
Irrigated wheat,2013,Damietta,Seds 5,Old Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Seds 5,New Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Seds 5,Tota,NA,NA,NA
Irrigated wheat,2013,Damietta,Beni Suef 4,Old Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Beni Suef 4,New Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Beni Suef 4,Tota,NA,NA,NA
Irrigated wheat,2013,Damietta,Gemmeza 1,Old Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Gemmeza 1,New Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Gemmeza 1,Tota,NA,NA,NA
Irrigated wheat,2013,Damietta,Seds 11,Old Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Seds 11,New Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Seds 11,Tota,NA,NA,NA
Irrigated wheat,2013,Damietta,Seds 22,Old Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Seds 22,New Land,NA,NA,NA
Irrigated wheat,2013,Damietta,Seds 22,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Seds 12,Old Land,5133.66,6.84286649291149,35128.95
Irrigated wheat,2013,Fayoum,Seds 12,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Seds 12,Tota,5133.66,6.84286649291149,35128.95
Irrigated wheat,2013,Fayoum,Masr 1,Old Land,5785.5,7.14757583614208,41352.299999999996
Irrigated wheat,2013,Fayoum,Masr 1,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Masr 1,Tota,5785.5,7.14757583614208,41352.299999999996
Irrigated wheat,2013,Fayoum,Giza 168,Old Land,12099.779999999999,6.60502918234877,79919.4
Irrigated wheat,2013,Fayoum,Giza 168,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Giza 168,Tota,12099.779999999999,6.60502918234877,79919.4
Irrigated wheat,2013,Fayoum,Gemmeza 11,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Gemmeza 11,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Gemmeza 11,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Beni Suef 5,Old Land,3207.12,6.931592830951134,22230.45
Irrigated wheat,2013,Fayoum,Beni Suef 5,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Beni Suef 5,Tota,3207.12,6.931592830951134,22230.45
Irrigated wheat,2013,Fayoum,Sakha 95,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Sakha 95,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Sakha 95,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Masr 2,Old Land,948.78,6.971321064946563,6614.25
Irrigated wheat,2013,Fayoum,Masr 2,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Masr 2,Tota,948.78,6.971321064946563,6614.25
Irrigated wheat,2013,Fayoum,Sakha 93,Old Land,33001.5,6.456470160447252,213073.19999999998
Irrigated wheat,2013,Fayoum,Sakha 93,New Land,1180.2,4.001398068124047,4722.45
Irrigated wheat,2013,Fayoum,Sakha 93,Tota,34181.7,6.371703279825169,217795.65
Irrigated wheat,2013,Fayoum,Sakha 94,Old Land,14570.22,6.804986472407418,99150.15
Irrigated wheat,2013,Fayoum,Sakha 94,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Sakha 94,Tota,14570.22,6.804986472407418,99150.15
Irrigated wheat,2013,Fayoum,Gemmeza 9,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Gemmeza 9,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Gemmeza 9,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Giza 171,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Giza 171,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Giza 171,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Beni Suef 1,Old Land,5521.32,7.031497902675447,38823.15
Irrigated wheat,2013,Fayoum,Beni Suef 1,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Beni Suef 1,Tota,5521.32,7.031497902675447,38823.15
Irrigated wheat,2013,Fayoum,Shandaweel,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Shandaweel,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Shandaweel,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Gemmeza 12,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Gemmeza 12,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Gemmeza 12,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Gemmeza 10,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Gemmeza 10,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Gemmeza 10,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Egaseed,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Egaseed,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Egaseed,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Suhag 4,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Suhag 4,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Suhag 4,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Beni Suef 6,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Beni Suef 6,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Beni Suef 6,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Others,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Others,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Others,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Suhag 3,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Suhag 3s,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Suhag 3,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Suhag 3,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Suhag,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Suhag ,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Suhag,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Suhag,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Egaseed21,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Egaseed21 ,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Egaseed21,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Egaseed21,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Egaseed22,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Egaseed22 ,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Egaseed22,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Egaseed22,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Giza 12,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Giza 12,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Giza 12,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Gemmeza 15,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Gemmeza 15,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Gemmeza 15,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Giza 7,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Giza 7,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Giza 7,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Suhag 5,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Suhag 5 ,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Suhag 5,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Suhag 5,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Beni Suef,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Beni Suef,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Beni Suef,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Beni Suef 2,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Beni Suef 2,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Beni Suef 2,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Shandaweel 1,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Shandaweel 1,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Shandaweel 1,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Giza 164,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Giza 164,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Giza 164,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Giza 1,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Giza 1,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Giza 1,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Sakha 61,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Sakha 61,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Sakha 61,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Egaseed 7,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Egaseed 7,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Egaseed 7,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Giza 160,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Giza 160,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Giza 160,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Giza 176,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Giza 176,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Giza 176,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Sakha 69,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Sakha 69,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Sakha 69,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Gemmeza 7,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Gemmeza 7,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Gemmeza 7,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Seds 1,Old Land,433.02,6.720590272966607,2910.15
Irrigated wheat,2013,Fayoum,Seds 1,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Seds 1,Tota,5543.58,6.720590272966607,2910.15
Irrigated wheat,2013,Fayoum,Seds 2,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Seds 2,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Seds 2,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Seds 13,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Seds 13,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Seds 13,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Beni Suef 3,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Beni Suef 3,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Beni Suef 3,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Suhag 1,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Suhag 1 ,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Suhag 1,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Suhag 1,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Balady,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Balady,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Balady,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Local Broken,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Local Broken,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Local Broken,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Seds 5,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Seds 5,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Seds 5,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Beni Suef 4,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Beni Suef 4,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Beni Suef 4,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Gemmeza 1,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Gemmeza 1,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Gemmeza 1,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Seds 11,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Seds 11,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Seds 11,Tota,NA,NA,NA
Irrigated wheat,2013,Fayoum,Seds 22,Old Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Seds 22,New Land,NA,NA,NA
Irrigated wheat,2013,Fayoum,Seds 22,Tota,NA,NA,NA
Irrigated wheat,2013,Gharbia,Seds 12,Old Land,1452.78,8.136228472308265,11820.15
Irrigated wheat,2013,Gharbia,Seds 12,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Seds 12,Tota,1452.78,8.136228472308265,11820.15
Irrigated wheat,2013,Gharbia,Masr 1,Old Land,8113.5599999999995,7.931499859494476,64352.7
Irrigated wheat,2013,Gharbia,Masr 1,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Masr 1,Tota,8113.5599999999995,7.931499859494476,64352.7
Irrigated wheat,2013,Gharbia,Giza 168,Old Land,2828.7,6.94097995545657,19633.95
Irrigated wheat,2013,Gharbia,Giza 168,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Giza 168,Tota,2828.7,6.94097995545657,19633.95
Irrigated wheat,2013,Gharbia,Gemmeza 11,Old Land,452.34,8.56877569969492,3876
Irrigated wheat,2013,Gharbia,Gemmeza 11,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Gemmeza 11,Tota,452.34,8.56877569969492,3876
Irrigated wheat,2013,Gharbia,Beni Suef 5,Old Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Beni Suef 5,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Beni Suef 5,Tota,NA,NA,NA
Irrigated wheat,2013,Gharbia,Sakha 95,Old Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Sakha 95,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Sakha 95,Tota,NA,NA,NA
Irrigated wheat,2013,Gharbia,Masr 2,Old Land,2081.52,7.715395480225989,16059.75
Irrigated wheat,2013,Gharbia,Masr 2,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Masr 2,Tota,2081.52,7.715395480225989,16059.75
Irrigated wheat,2013,Gharbia,Sakha 93,Old Land,23472.96,7.362301132878001,172815
Irrigated wheat,2013,Gharbia,Sakha 93,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Sakha 93,Tota,23472.96,7.362301132878001,172815
Irrigated wheat,2013,Gharbia,Sakha 94,Old Land,1957.1999999999998,7.294068056407113,14275.949999999999
Irrigated wheat,2013,Gharbia,Sakha 94,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Sakha 94,Tota,1957.1999999999998,7.294068056407113,14275.949999999999
Irrigated wheat,2013,Gharbia,Gemmeza 9,Old Land,27442.8,7.303440246622066,200426.85
Irrigated wheat,2013,Gharbia,Gemmeza 9,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Gemmeza 9,Tota,27442.8,7.303440246622066,200426.85
Irrigated wheat,2013,Gharbia,Giza 171,Old Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Giza 171,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Giza 171,Tota,NA,NA,NA
Irrigated wheat,2013,Gharbia,Beni Suef 1,Old Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Beni Suef 1,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Beni Suef 1,Tota,NA,NA,NA
Irrigated wheat,2013,Gharbia,Shandaweel,Old Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Shandaweel,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Shandaweel,Tota,NA,NA,NA
Irrigated wheat,2013,Gharbia,Gemmeza 12,Old Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Gemmeza 12,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Gemmeza 12,Tota,NA,NA,NA
Irrigated wheat,2013,Gharbia,Gemmeza 10,Old Land,782.88,7.70118025751073,6029.0999999999995
Irrigated wheat,2013,Gharbia,Gemmeza 10,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Gemmeza 10,Tota,782.88,7.70118025751073,6029.0999999999995
Irrigated wheat,2013,Gharbia,Egaseed,Old Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Egaseed,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Egaseed,Tota,NA,NA,NA
Irrigated wheat,2013,Gharbia,Suhag 4,Old Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Suhag 4,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Suhag 4,Tota,NA,NA,NA
Irrigated wheat,2013,Gharbia,Beni Suef 6,Old Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Beni Suef 6,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Beni Suef 6,Tota,NA,NA,NA
Irrigated wheat,2013,Gharbia,Others,Old Land,0.84,8.75,7.35
Irrigated wheat,2013,Gharbia,Others,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Others,Tota,0.84,8.75,7.35
Irrigated wheat,2013,Gharbia,Suhag 3,Old Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Suhag 3s,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Suhag 3,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Suhag 3,Tota,NA,NA,NA
Irrigated wheat,2013,Gharbia,Suhag,Old Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Suhag ,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Suhag,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Suhag,Tota,NA,NA,NA
Irrigated wheat,2013,Gharbia,Egaseed21,Old Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Egaseed21 ,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Egaseed21,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Egaseed21,Tota,NA,NA,NA
Irrigated wheat,2013,Gharbia,Egaseed22,Old Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Egaseed22 ,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Egaseed22,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Egaseed22,Tota,NA,NA,NA
Irrigated wheat,2013,Gharbia,Giza 12,Old Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Giza 12,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Giza 12,Tota,NA,NA,NA
Irrigated wheat,2013,Gharbia,Gemmeza 15,Old Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Gemmeza 15,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Gemmeza 15,Tota,NA,NA,NA
Irrigated wheat,2013,Gharbia,Giza 7,Old Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Giza 7,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Giza 7,Tota,NA,NA,NA
Irrigated wheat,2013,Gharbia,Suhag 5,Old Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Suhag 5 ,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Suhag 5,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Suhag 5,Tota,NA,NA,NA
Irrigated wheat,2013,Gharbia,Beni Suef,Old Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Beni Suef,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Beni Suef,Tota,NA,NA,NA
Irrigated wheat,2013,Gharbia,Beni Suef 2,Old Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Beni Suef 2,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Beni Suef 2,Tota,NA,NA,NA
Irrigated wheat,2013,Gharbia,Shandaweel 1,Old Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Shandaweel 1,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Shandaweel 1,Tota,NA,NA,NA
Irrigated wheat,2013,Gharbia,Giza 164,Old Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Giza 164,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Giza 164,Tota,NA,NA,NA
Irrigated wheat,2013,Gharbia,Giza 1,Old Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Giza 1,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Giza 1,Tota,NA,NA,NA
Irrigated wheat,2013,Gharbia,Sakha 61,Old Land,210,6.8535714285714295,1439.25
Irrigated wheat,2013,Gharbia,Sakha 61,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Sakha 61,Tota,210,6.8535714285714295,1439.25
Irrigated wheat,2013,Gharbia,Egaseed 7,Old Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Egaseed 7,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Egaseed 7,Tota,NA,NA,NA
Irrigated wheat,2013,Gharbia,Giza 160,Old Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Giza 160,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Giza 160,Tota,NA,NA,NA
Irrigated wheat,2013,Gharbia,Giza 176,Old Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Giza 176,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Giza 176,Tota,NA,NA,NA
Irrigated wheat,2013,Gharbia,Sakha 69,Old Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Sakha 69,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Sakha 69,Tota,NA,NA,NA
Irrigated wheat,2013,Gharbia,Gemmeza 7,Old Land,916.86,6.9594594594594605,6380.8499999999995
Irrigated wheat,2013,Gharbia,Gemmeza 7,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Gemmeza 7,Tota,916.86,6.9594594594594605,6380.8499999999995
Irrigated wheat,2013,Gharbia,Seds 1,Old Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Seds 1,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Seds 1,Tota,NA,NA,NA
Irrigated wheat,2013,Gharbia,Seds 2,Old Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Seds 2,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Seds 2,Tota,NA,NA,NA
Irrigated wheat,2013,Gharbia,Seds 13,Old Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Seds 13,New Land,NA,NA,NA
Irrigated wheat,2013,Gharbia,Seds 13,Tota,NA,NA,NA
Irrigated wheat,2013,Gharbia,Beni Suef 3,Old Land,NA,NA,NA
