crop,year,Governorates,variety,land_type,Area_ha,Yield_tonha,Prod_ton
Irrigated wheat,2018,Giza,Giza 12,Tota,NA,NA,NA
Irrigated wheat,2018,Giza,Gemmeza 15,Old Land,NA,NA,NA
Irrigated wheat,2018,Giza,Gemmeza 15,New Land,NA,NA,NA
Irrigated wheat,2018,Giza,Gemmeza 15,Tota,NA,NA,NA
Irrigated wheat,2018,Giza,Giza 7,Old Land,NA,NA,NA
Irrigated wheat,2018,Giza,Giza 7,New Land,NA,NA,NA
Irrigated wheat,2018,Giza,Giza 7,Tota,NA,NA,NA
Irrigated wheat,2018,Giza,Suhag 5,Old Land,NA,NA,NA
Irrigated wheat,2018,Giza,Suhag 5 ,New Land,NA,NA,NA
Irrigated wheat,2018,Giza,Suhag 5,New Land,NA,NA,NA
Irrigated wheat,2018,Giza,Suhag 5,Tota,NA,NA,NA
Irrigated wheat,2018,Giza,Beni Suef,Old Land,NA,NA,NA
Irrigated wheat,2018,Giza,Beni Suef,New Land,NA,NA,NA
Irrigated wheat,2018,Giza,Beni Suef,Tota,NA,NA,NA
Irrigated wheat,2018,Giza,Beni Suef 2,Old Land,NA,NA,NA
Irrigated wheat,2018,Giza,Beni Suef 2,New Land,NA,NA,NA
Irrigated wheat,2018,Giza,Beni Suef 2,Tota,NA,NA,NA
Irrigated wheat,2018,Ismailia,Seds 12,Old Land,190.26,6.1565752128666045,1171.35
Irrigated wheat,2018,Ismailia,Seds 12,New Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Seds 12,Tota,190.26,6.1565752128666045,1171.35
Irrigated wheat,2018,Ismailia,Masr 1,Old Land,5991.719999999999,6.14623179988384,36826.5
Irrigated wheat,2018,Ismailia,Masr 1,New Land,3529.68,5.843773373223636,20626.649999999998
Irrigated wheat,2018,Ismailia,Masr 1,Tota,9521.4,6.0341073791669295,57453.15
Irrigated wheat,2018,Ismailia,Giza 168,Old Land,844.1999999999999,6.154051172707889,5195.25
Irrigated wheat,2018,Ismailia,Giza 168,New Land,321.3,5.850140056022409,1879.6499999999999
Irrigated wheat,2018,Ismailia,Giza 168,Tota,6607.142857142858,1.0707956756756756,7074.9
Irrigated wheat,2018,Ismailia,Gemmeza 11,Old Land,943.3199999999999,6.160793792138405,5811.5999999999995
Irrigated wheat,2018,Ismailia,Gemmeza 11,New Land,736.68,5.859871314546344,4316.8499999999995
Irrigated wheat,2018,Ismailia,Gemmeza 11,Tota,1680,6.028839285714286,10128.449999999999
Irrigated wheat,2018,Ismailia,Beni Suef 5,Old Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Beni Suef 5,New Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Beni Suef 5,Tota,NA,NA,NA
Irrigated wheat,2018,Ismailia,Sakha 95,Old Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Sakha 95,New Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Sakha 95,Tota,NA,NA,NA
Irrigated wheat,2018,Ismailia,Masr 2,Old Land,140.7,6.153518123667378,865.8
Irrigated wheat,2018,Ismailia,Masr 2,New Land,594.3,5.8743059061080265,3491.1
Irrigated wheat,2018,Ismailia,Masr 2,Tota,735,5.927755102040817,4356.9
Irrigated wheat,2018,Ismailia,Sakha 93,Old Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Sakha 93,New Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Sakha 93,Tota,NA,NA,NA
Irrigated wheat,2018,Ismailia,Sakha 94,Old Land,218.82,6.150260488072388,1345.8
Irrigated wheat,2018,Ismailia,Sakha 94,New Land,29.4,5.7397959183673475,168.75
Irrigated wheat,2018,Ismailia,Sakha 94,Tota,248.22,6.1016437031665465,1514.55
Irrigated wheat,2018,Ismailia,Gemmeza 9,Old Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Gemmeza 9,New Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Gemmeza 9,Tota,NA,NA,NA
Irrigated wheat,2018,Ismailia,Giza 171,Old Land,462.84,6.1673580502981595,2854.5
Irrigated wheat,2018,Ismailia,Giza 171,New Land,327.59999999999997,5.852564102564103,1917.3
Irrigated wheat,2018,Ismailia,Giza 171,Tota,790.4399999999999,6.0368908456049795,4771.8
Irrigated wheat,2018,Ismailia,Beni Suef 1,Old Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Beni Suef 1,New Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Beni Suef 1,Tota,NA,NA,NA
Irrigated wheat,2018,Ismailia,Shandaweel,Old Land,4.2,6.142857142857143,25.8
Irrigated wheat,2018,Ismailia,Shandaweel,New Land,84,5.839285714285715,490.5
Irrigated wheat,2018,Ismailia,Shandaweel,Tota,88.2,5.853741496598639,516.3
Irrigated wheat,2018,Ismailia,Gemmeza 12,Old Land,218.4,6.1497252747252755,1343.1
Irrigated wheat,2018,Ismailia,Gemmeza 12,New Land,26.04,5.852534562211982,152.4
Irrigated wheat,2018,Ismailia,Gemmeza 12,Tota,244.44,6.118065783014237,1495.5
Irrigated wheat,2018,Ismailia,Gemmeza 10,Old Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Gemmeza 10,New Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Gemmeza 10,Tota,NA,NA,NA
Irrigated wheat,2018,Ismailia,Gemmeza Area,Tota,NA,NA,NA
Irrigated wheat,2018,Ismailia,Egaseed,Old Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Egaseed,New Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Egaseed,Tota,NA,NA,NA
Irrigated wheat,2018,Ismailia,Suhag 4,Old Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Suhag 4,New Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Suhag 4,Tota,NA,NA,NA
Irrigated wheat,2018,Ismailia,Beni Suef 6,Old Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Beni Suef 6,New Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Beni Suef 6,Tota,NA,NA,NA
Irrigated wheat,2018,Ismailia,Others,Old Land,48.3,6.133540372670808,296.25
Irrigated wheat,2018,Ismailia,Others,New Land,1688.3999999999999,5.852078891257997,9880.65
Irrigated wheat,2018,Ismailia,Others,Tota,1736.7,5.859906719640699,10176.9
Irrigated wheat,2018,Ismailia,Suhag 3,Old Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Suhag 3s,New Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Suhag 3,New Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Suhag 3,Tota,NA,NA,NA
Irrigated wheat,2018,Ismailia,Suhag,Old Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Suhag ,New Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Suhag,New Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Suhag,Tota,NA,NA,NA
Irrigated wheat,2018,Ismailia,Egaseed21,Old Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Egaseed21 ,New Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Egaseed21,New Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Egaseed21,Tota,NA,NA,NA
Irrigated wheat,2018,Ismailia,Egaseed22,Old Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Egaseed22 ,New Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Egaseed22,New Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Egaseed22,Tota,NA,NA,NA
Irrigated wheat,2018,Ismailia,Giza 12,Old Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Giza 12,New Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Giza 12,Tota,NA,NA,NA
Irrigated wheat,2018,Ismailia,Gemmeza 15,Old Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Gemmeza 15,New Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Gemmeza 15,Tota,NA,NA,NA
Irrigated wheat,2018,Ismailia,Giza 7,Old Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Giza 7,New Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Giza 7,Tota,NA,NA,NA
Irrigated wheat,2018,Ismailia,Suhag 5,Old Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Suhag 5 ,New Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Suhag 5,New Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Suhag 5,Tota,NA,NA,NA
Irrigated wheat,2018,Ismailia,Beni Suef,Old Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Beni Suef,New Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Beni Suef,Tota,NA,NA,NA
Irrigated wheat,2018,Ismailia,Beni Suef 2,Old Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Beni Suef 2,New Land,NA,NA,NA
Irrigated wheat,2018,Ismailia,Beni Suef 2,Tota,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Seds 12,Old Land,12092.22,6.091586160357652,73660.8
Irrigated wheat,2018,Kafr-Elsheikh,Seds 12,New Land,103.74,0.07596932419806914,585.4499999999999
Irrigated wheat,2018,Kafr-Elsheikh,Seds 12,Tota,12195.96,6.0877741481605385,74246.25
Irrigated wheat,2018,Kafr-Elsheikh,Masr 1,Old Land,33865.02,6.041654485956306,204600.75
Irrigated wheat,2018,Kafr-Elsheikh,Masr 1,New Land,559.02,5.89379628635827,3294.75
Irrigated wheat,2018,Kafr-Elsheikh,Masr 1,Tota,34424.04,6.039253382229396,207895.5
Irrigated wheat,2018,Kafr-Elsheikh,Giza 168,Old Land,15702.96,5.961433385807517,93612.15
Irrigated wheat,2018,Kafr-Elsheikh,Giza 168,New Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Giza 168,Tota,89019.04761904762,1.0515968492564458,93612.15
Irrigated wheat,2018,Kafr-Elsheikh,Gemmeza 11,Old Land,12575.64,6.072740631888318,76368.59999999999
Irrigated wheat,2018,Kafr-Elsheikh,Gemmeza 11,New Land,156.66,5.789927230945999,907.05
Irrigated wheat,2018,Kafr-Elsheikh,Gemmeza 11,Tota,12732.3,6.069260856247496,77275.65
Irrigated wheat,2018,Kafr-Elsheikh,Beni Suef 5,Old Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Beni Suef 5,New Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Beni Suef 5,Tota,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Sakha 95,Old Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Sakha 95,New Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Sakha 95,Tota,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Masr 2,Old Land,13785.24,6.095138713580613,84022.95
Irrigated wheat,2018,Kafr-Elsheikh,Masr 2,New Land,126,5.360714285714286,675.4499999999999
Irrigated wheat,2018,Kafr-Elsheikh,Masr 2,Tota,13911.24,6.088486720091093,84698.4
Irrigated wheat,2018,Kafr-Elsheikh,Sakha 93,Old Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Sakha 93,New Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Sakha 93,Tota,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Sakha 94,Old Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Sakha 94,New Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Sakha 94,Tota,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Gemmeza 9,Old Land,2002.98,5.918057094928557,11853.75
Irrigated wheat,2018,Kafr-Elsheikh,Gemmeza 9,New Land,126,5.353571428571429,674.55
Irrigated wheat,2018,Kafr-Elsheikh,Gemmeza 9,Tota,2128.98,5.8846489868387675,12528.3
Irrigated wheat,2018,Kafr-Elsheikh,Giza 171,Old Land,5457.0599999999995,5.890232103000518,32143.35
Irrigated wheat,2018,Kafr-Elsheikh,Giza 171,New Land,126,6.071428571428572,765
Irrigated wheat,2018,Kafr-Elsheikh,Giza 171,Tota,5583.0599999999995,5.894321393644346,32908.35
Irrigated wheat,2018,Kafr-Elsheikh,Beni Suef 1,Old Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Beni Suef 1,New Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Beni Suef 1,Tota,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Shandaweel,Old Land,1112.1599999999999,5.7565008631851535,6402.15
Irrigated wheat,2018,Kafr-Elsheikh,Shandaweel,New Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Shandaweel,Tota,1112.1599999999999,5.7565008631851535,6402.15
Irrigated wheat,2018,Kafr-Elsheikh,Gemmeza 12,Old Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Gemmeza 12,New Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Gemmeza 12,Tota,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Gemmeza 10,Old Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Gemmeza 10,New Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Gemmeza 10,Tota,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Gemmeza Area,Tota,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Egaseed,Old Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Egaseed,New Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Egaseed,Tota,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Suhag 4,Old Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Suhag 4,New Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Suhag 4,Tota,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Beni Suef 6,Old Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Beni Suef 6,New Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Beni Suef 6,Tota,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Others,Old Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Others,New Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Others,Tota,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Suhag 3,Old Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Suhag 3s,New Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Suhag 3,New Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Suhag 3,Tota,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Suhag,Old Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Suhag ,New Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Suhag,New Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Suhag,Tota,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Egaseed21,Old Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Egaseed21 ,New Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Egaseed21,New Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Egaseed21,Tota,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Egaseed22,Old Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Egaseed22 ,New Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Egaseed22,New Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Egaseed22,Tota,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Giza 12,Old Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Giza 12,New Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Giza 12,Tota,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Gemmeza 15,Old Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Gemmeza 15,New Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Gemmeza 15,Tota,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Giza 7,Old Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Giza 7,New Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Giza 7,Tota,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Suhag 5,Old Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Suhag 5 ,New Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Suhag 5,New Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Suhag 5,Tota,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Beni Suef,Old Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Beni Suef,New Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Beni Suef,Tota,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Beni Suef 2,Old Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Beni Suef 2,New Land,NA,NA,NA
Irrigated wheat,2018,Kafr-Elsheikh,Beni Suef 2,Tota,NA,NA,NA
Irrigated wheat,2018,Luxor,Seds 12,Old Land,283.08,6.548325561678677,1853.6999999999998
Irrigated wheat,2018,Luxor,Seds 12,New Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Seds 12,Tota,283.08,6.548325561678677,1853.6999999999998
Irrigated wheat,2018,Luxor,Masr 1,Old Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Masr 1,New Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Masr 1,Tota,NA,NA,NA
Irrigated wheat,2018,Luxor,Giza 168,Old Land,7551.5999999999995,6.550055617352615,49463.4
Irrigated wheat,2018,Luxor,Giza 168,New Land,8385.72,4.973115009802378,41703.15
Irrigated wheat,2018,Luxor,Giza 168,Tota,90347.61904761905,1.0090642228429874,91166.55
Irrigated wheat,2018,Luxor,Gemmeza 11,Old Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Gemmeza 11,New Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Gemmeza 11,Tota,NA,NA,NA
Irrigated wheat,2018,Luxor,Beni Suef 5,Old Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Beni Suef 5,New Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Beni Suef 5,Tota,NA,NA,NA
Irrigated wheat,2018,Luxor,Sakha 95,Old Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Sakha 95,New Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Sakha 95,Tota,NA,NA,NA
Irrigated wheat,2018,Luxor,Masr 2,Old Land,425.88,6.550788954635109,2789.85
Irrigated wheat,2018,Luxor,Masr 2,New Land,3.78,9.166666666666668,34.65
Irrigated wheat,2018,Luxor,Masr 2,Tota,429.65999999999997,6.573802541544477,2824.5
Irrigated wheat,2018,Luxor,Sakha 93,Old Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Sakha 93,New Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Sakha 93,Tota,NA,NA,NA
Irrigated wheat,2018,Luxor,Sakha 94,Old Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Sakha 94,New Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Sakha 94,Tota,NA,NA,NA
Irrigated wheat,2018,Luxor,Gemmeza 9,Old Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Gemmeza 9,New Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Gemmeza 9,Tota,NA,NA,NA
Irrigated wheat,2018,Luxor,Giza 171,Old Land,315,6.549047619047619,2062.95
Irrigated wheat,2018,Luxor,Giza 171,New Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Giza 171,Tota,315,6.549047619047619,2062.95
Irrigated wheat,2018,Luxor,Beni Suef 1,Old Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Beni Suef 1,New Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Beni Suef 1,Tota,NA,NA,NA
Irrigated wheat,2018,Luxor,Shandaweel,Old Land,4.2,6.5357142857142865,27.45
Irrigated wheat,2018,Luxor,Shandaweel,New Land,6.72,4.977678571428572,33.449999999999996
Irrigated wheat,2018,Luxor,Shandaweel,Tota,10.92,5.5769230769230775,60.9
Irrigated wheat,2018,Luxor,Gemmeza 12,Old Land,2.52,6.607142857142858,16.65
Irrigated wheat,2018,Luxor,Gemmeza 12,New Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Gemmeza 12,Tota,2.52,6.607142857142858,16.65
Irrigated wheat,2018,Luxor,Gemmeza 10,Old Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Gemmeza 10,New Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Gemmeza 10,Tota,NA,NA,NA
Irrigated wheat,2018,Luxor,Gemmeza Area,Tota,NA,NA,NA
Irrigated wheat,2018,Luxor,Egaseed,Old Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Egaseed,New Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Egaseed,Tota,NA,NA,NA
Irrigated wheat,2018,Luxor,Suhag 4,Old Land,3.78,6.5476190476190474,24.75
Irrigated wheat,2018,Luxor,Suhag 4,New Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Suhag 4,Tota,3.78,6.5476190476190474,24.75
Irrigated wheat,2018,Luxor,Beni Suef 6,Old Land,1.26,6.5476190476190474,8.25
Irrigated wheat,2018,Luxor,Beni Suef 6,New Land,1.68,4.910714285714286,8.25
Irrigated wheat,2018,Luxor,Beni Suef 6,Tota,2.94,5.612244897959184,16.5
Irrigated wheat,2018,Luxor,Others,Old Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Others,New Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Others,Tota,NA,NA,NA
Irrigated wheat,2018,Luxor,Suhag 3,Old Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Suhag 3s,New Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Suhag 3,New Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Suhag 3,Tota,NA,NA,NA
Irrigated wheat,2018,Luxor,Suhag,Old Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Suhag ,New Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Suhag,New Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Suhag,Tota,NA,NA,NA
Irrigated wheat,2018,Luxor,Egaseed21,Old Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Egaseed21 ,New Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Egaseed21,New Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Egaseed21,Tota,NA,NA,NA
Irrigated wheat,2018,Luxor,Egaseed22,Old Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Egaseed22 ,New Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Egaseed22,New Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Egaseed22,Tota,NA,NA,NA
Irrigated wheat,2018,Luxor,Giza 12,Old Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Giza 12,New Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Giza 12,Tota,NA,NA,NA
Irrigated wheat,2018,Luxor,Gemmeza 15,Old Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Gemmeza 15,New Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Gemmeza 15,Tota,NA,NA,NA
Irrigated wheat,2018,Luxor,Giza 7,Old Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Giza 7,New Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Giza 7,Tota,NA,NA,NA
Irrigated wheat,2018,Luxor,Suhag 5,Old Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Suhag 5 ,New Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Suhag 5,New Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Suhag 5,Tota,NA,NA,NA
Irrigated wheat,2018,Luxor,Beni Suef,Old Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Beni Suef,New Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Beni Suef,Tota,NA,NA,NA
Irrigated wheat,2018,Luxor,Beni Suef 2,Old Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Beni Suef 2,New Land,NA,NA,NA
Irrigated wheat,2018,Luxor,Beni Suef 2,Tota,NA,NA,NA
Irrigated wheat,2018,Matruh,Seds 12,Old Land,NA,NA,NA
Irrigated wheat,2018,Matruh,Seds 12,New Land,NA,NA,NA
Irrigated wheat,2018,Matruh,Seds 12,Tota,NA,NA,NA
Irrigated wheat,2018,Matruh,Masr 1,Old Land,NA,NA,NA
Irrigated wheat,2018,Matruh,Masr 1,New Land,NA,NA,NA
Irrigated wheat,2018,Matruh,Masr 1,Tota,NA,NA,NA
Irrigated wheat,2018,Matruh,Giza 168,Old Land,NA,NA,NA
Irrigated wheat,2018,Matruh,Giza 168,New Land,7516.74,5.975003791537289,44912.549999999996
Irrigated wheat,2018,Matruh,Giza 168,Tota,42611.90476190476,1.0539906688271776,44912.549999999996
Irrigated wheat,2018,Matruh,Gemmeza 11,Old Land,NA,NA,NA
Irrigated wheat,2018,Matruh,Gemmeza 11,New Land,NA,NA,NA
Irrigated wheat,2018,Matruh,Gemmeza 11,Tota,NA,NA,NA
Irrigated wheat,2018,Matruh,Beni Suef 5,Old Land,NA,NA,NA
Irrigated wheat,2018,Matruh,Beni Suef 5,New Land,NA,NA,NA
Irrigated wheat,2018,Matruh,Beni Suef 5,Tota,NA,NA,NA
Irrigated wheat,2018,Matruh,Sakha 95,Old Land,NA,NA,NA
Irrigated wheat,2018,Matruh,Sakha 95,New Land,NA,NA,NA
Irrigated wheat,2018,Matruh,Sakha 95,Tota,NA,NA,NA
Irrigated wheat,2018,Matruh,Masr 2,Old Land,NA,NA,NA
Irrigated wheat,2018,Matruh,Masr 2,New Land,NA,NA,NA
Irrigated wheat,2018,Matruh,Masr 2,Tota,NA,NA,NA
Irrigated wheat,2018,Matruh,Sakha 93,Old Land,NA,NA,NA
Irrigated wheat,2018,Matruh,Sakha 93,New Land,NA,NA,NA
Irrigated wheat,2018,Matruh,Sakha 93,Tota,NA,NA,NA
Irrigated wheat,2018,Matruh,Sakha 94,Old Land,NA,NA,NA
Irrigated wheat,2018,Matruh,Sakha 94,New Land,NA,NA,NA
Irrigated wheat,2018,Matruh,Sakha 94,Tota,NA,NA,NA
Irrigated wheat,2018,Matruh,Gemmeza 9,Old Land,NA,NA,NA
Irrigated wheat,2018,Matruh,Gemmeza 9,New Land,NA,NA,NA
Irrigated wheat,2018,Matruh,Gemmeza 9,Tota,NA,NA,NA
Irrigated wheat,2018,Matruh,Giza 171,Old Land,NA,NA,NA
Irrigated wheat,2018,Matruh,Giza 171,New Land,NA,NA,NA
Irrigated wheat,2018,Matruh,Giza 171,Tota,NA,NA,NA
Irrigated wheat,2018,Matruh,Beni Suef 1,Old Land,NA,NA,NA
Irrigated wheat,2018,Matruh,Beni Suef 1,New Land,NA,NA,NA
Irrigated wheat,2018,Matruh,Beni Suef 1,Tota,NA,NA,NA
Irrigated wheat,2018,Matruh,Shandaweel,Old Land,NA,NA,NA
