,DVS,LAIMAX,TAGP,TWSO,TWLV,TWST,TWRT,CTRAT,RD,DOS,DOE,DOA,DOM,DOH,DOV,CEVST,year,crop,site
0,2.0,7.215807806822556,13832.939603298237,8184.089523691518,1914.904171969389,3733.9459076373305,3661.5095817125757,32.360633261282,100.0,2009-11-15,2009-11-20,2010-02-26,2010-04-24,,,2.1229040171022464,2009,wheat,NileDelta
0,2.0,6.61111023664589,10692.872282623634,6268.031191769754,1348.2464107421367,3076.5946801117443,3000.48368245456,31.221036085536355,100.0,2009-11-15,2009-11-21,2010-02-04,2010-03-26,,,0.715089834612663,2009,wheat,UpperEgypt
0,2.0,7.2216497957151775,15385.871947774383,9058.880926844367,1984.377073239512,4342.613947690504,3597.3651836297836,31.14241112631254,100.0,2010-11-15,2010-11-20,2011-02-28,2011-04-30,,,2.7728501458320327,2010,wheat,NileDelta
0,2.0,6.402827055984286,13049.644830580797,8403.915256318718,1069.7534003029066,3575.976173959173,2569.3112497915245,31.793298727773397,100.0,2010-11-15,2010-11-19,2011-02-01,2011-04-01,,,0.9421951232882944,2010,wheat,UpperEgypt
0,2.0,7.897150371263107,17335.87234494395,9124.037636422603,3244.64745545435,4967.187253066995,4756.551058211266,38.362241532584356,100.0,2011-11-15,2011-11-21,2012-03-15,2012-05-10,,,2.8637275576273984,2011,wheat,NileDelta
0,2.0,7.716785736767007,15113.19245257979,8775.513299861477,2470.0244488140584,3867.654703904254,4198.675924613512,40.537889460479356,100.0,2011-11-15,2011-11-22,2012-02-19,2012-04-15,,,0.6586737591533971,2011,wheat,UpperEgypt
0,2.0,7.466061638463596,14967.45257388928,8361.14589173342,2282.3365650636542,4323.970117092207,3903.254502947041,33.51819574974811,100.0,2012-11-15,2012-11-20,2013-03-05,2013-05-01,,,3.3764911921982397,2012,wheat,NileDelta
0,2.0,6.953923013100714,12720.333004685861,7566.683368218439,1706.4808368525812,3447.1687996148403,3311.0874124393636,35.17388026653969,100.0,2012-11-15,2012-11-20,2013-02-08,2013-04-02,,,0.6847377745650763,2012,wheat,UpperEgypt
0,2.0,7.192933154884778,14759.439994217704,8584.38502027466,1960.6019317564121,4214.453042186633,3495.4186348884214,30.677799245651524,100.0,2013-11-15,2013-11-20,2014-03-04,2014-04-30,,,2.365163824548366,2013,wheat,NileDelta
0,2.0,6.610248378954533,12540.874541601988,7940.76140937124,1303.5145404608772,3296.598591769871,2883.2374484913103,32.142283292565565,100.0,2013-11-15,2013-11-21,2014-02-04,2014-04-01,,,0.8997437370914438,2013,wheat,UpperEgypt
0,2.0,7.191151079650024,15230.228855533338,8801.223549067912,2045.065677372476,4383.93962909295,3569.681994139478,31.450094652280722,100.0,2014-11-15,2014-11-20,2015-03-07,2015-05-06,,,3.5592871633360144,2014,wheat,NileDelta
0,2.0,6.931705046263303,13374.84103610518,8262.323174979505,1615.1639172196533,3497.353943906022,3151.271285603071,35.09107204963002,100.0,2014-11-15,2014-11-20,2015-02-07,2015-04-04,,,0.7160527321240938,2014,wheat,UpperEgypt
0,2.0,7.203436708078436,14220.672934144048,8379.39000130102,1967.2193166187708,3874.0636162242567,3514.3305188719874,30.752135764979233,100.0,2015-11-15,2015-11-20,2016-03-02,2016-04-26,,,3.6578741213720485,2015,wheat,NileDelta
0,2.0,7.296055209843309,13053.393164272002,6988.3541178003425,2028.7002122207264,4036.3388342509325,3545.0513463511716,36.91382396630324,100.0,2015-11-15,2015-11-20,2016-02-14,2016-04-05,,,0.6941729965512029,2015,wheat,UpperEgypt
0,2.0,7.673447331148797,16293.478189028532,8958.23568900701,2660.784267398961,4674.458232622562,4203.636244988607,33.19876227058331,100.0,2016-11-15,2016-11-20,2017-03-12,2017-05-09,,,5.6375746994641665,2016,wheat,NileDelta
0,2.0,7.127402811260069,14714.656516966821,9107.437862787283,1780.6658341754114,3826.552820004126,3407.8917492127384,36.701416343779336,100.0,2016-11-15,2016-11-20,2017-02-10,2017-04-10,,,0.7096413507835049,2016,wheat,UpperEgypt
0,2.0,6.9180978918432885,13390.376918248385,7861.4021722741745,1705.8922769841415,3823.082468990069,3244.7818003421135,28.820585138934028,100.0,2017-11-15,2017-11-20,2018-03-02,2018-04-26,,,3.564909354493057,2017,wheat,NileDelta
0,2.0,6.799652750779741,11540.497183773465,6457.475805190032,1513.112241243562,3569.9091373398705,2928.0576425459976,32.53303554525999,100.0,2017-11-15,2017-11-20,2018-02-06,2018-03-27,,,0.7026720246263862,2017,wheat,UpperEgypt
